frame_index,time_seconds,x1,y1,x2,y2,confidence,pitch_deg,yaw_deg,roll_deg
992,33.1,1371.377,109.888,1424.033,162.993,0.7833,13.143,35.624,17.559
993,33.133,1043.929,272.736,1167.073,398.133,0.9178,-2.419,-24.126,-3.354
993,33.133,358.175,252.444,477.181,373.768,0.9161,-33.54,-163.587,5.245
993,33.133,1370.538,110.587,1421.931,162.154,0.8278,9.257,36.892,11.424
994,33.166,1042.801,273.432,1165.847,398.805,0.9143,-2.404,-24.127,-1.66
994,33.166,368.754,251.927,487.179,371.885,0.9122,-30.043,-166.567,4.294
994,33.166,1368.769,111.801,1420.68,164.091,0.7847,10.388,36.525,11.972
995,33.2,1041.556,272.632,1165.425,398.936,0.9148,-3.273,-22.779,-1.401
995,33.2,371.305,251.711,492.321,374.093,0.9099,-24.19,-166.723,1.741
995,33.2,1367.622,112.011,1418.809,163.477,0.7726,10.054,33.601,10.855
996,33.233,1039.096,273.327,1163.478,399.75,0.9154,0.475,-24.409,-0.649
996,33.233,384.266,249.362,501.993,368.87,0.9118,-21.446,-165.346,4.977
996,33.233,1365.594,112.487,1416.749,164.001,0.7336,9.033,29.515,9.307
997,33.267,388.492,246.491,506.831,368.432,0.9313,-24.821,-163.22,5.723
997,33.267,1038.227,273.827,1162.288,399.843,0.9179,0.372,-24.795,0.134
997,33.267,1365.084,112.958,1415.659,163.932,0.7645,8.158,27.162,10.188
998,33.3,399.584,243.619,516.855,365.096,0.9232,-30.156,-166.518,7.502
998,33.3,1036.904,274.004,1159.986,399.709,0.9149,-3.818,-21.36,-1.027
998,33.3,1363.425,111.883,1413.381,162.172,0.7802,6.267,32.075,6.627
999,33.333,1034.973,274.392,1159.454,400.528,0.9157,-3.803,-17.137,-1.495
999,33.333,411.028,238.584,528.734,357.329,0.9136,-18.776,-165.972,7.397
999,33.333,1361.713,111.076,1412.736,162.337,0.7924,8.836,33.522,8.516
1000,33.367,427.326,232.545,542.171,350.063,0.9349,-17.437,-168.985,8.345
1000,33.367,1032.983,274.122,1155.845,399.572,0.9157,-5.774,-19.358,-0.718
1000,33.367,1357.668,109.439,1410.643,162.96,0.438,9.865,28.507,6.555
1001,33.4,1028.816,274.07,1152.92,400.663,0.9164,-3.336,-18.773,0.676
1001,33.4,444.835,230.872,561.144,349.054,0.908,-18.166,-166.415,4.856
1001,33.4,1356.483,108.941,1409.529,163.711,0.444,12.21,31.192,12.261
1002,33.433,1026.637,273.573,1152.236,401.798,0.9166,-2.069,-19.428,0.791
1002,33.433,450.729,229.638,565.621,348.515,0.914,-23.931,-168.064,7.121
1002,33.433,1356.688,109.445,1407.803,162.195,0.5434,11.478,32.832,12.08
1003,33.467,463.256,232.397,577.022,349.053,0.9269,-20.153,-165.865,7.274
1003,33.467,1023.539,271.94,1150.729,402.183,0.9162,-0.133,-19.506,-1.192
1003,33.467,1353.704,109.128,1409.285,165.105,0.5222,10.202,31.827,10.31
1004,33.5,1022.823,272.279,1149.358,401.916,0.916,0.375,-19.626,-2.163
1004,33.5,469.997,234.378,584.708,350.538,0.9119,-24.608,-162.958,6.273
1004,33.5,1353.683,109.274,1408.989,165.062,0.4997,6.343,28.82,11.601
1005,33.533,1020.227,273.357,1149.531,403.141,0.9241,4.845,-18.255,-5.344
1005,33.533,483.725,237.779,597.587,353.955,0.9208,-28.33,-166.14,5.836
1005,33.533,1351.477,111.055,1405.284,165.293,0.6363,0.871,18.752,6.949
1006,33.567,1019.656,274.394,1147.399,402.141,0.9168,6.138,-18.723,-6.116
1006,33.567,498.183,242.164,609.941,357.063,0.8821,-31.488,-166.153,7.661
1006,33.567,1349.781,114.347,1404.151,169.473,0.6282,5.437,13.963,8.369
1007,33.6,531.399,249.596,638.277,360.445,0.9257,-40.536,-164.817,8.734
1007,33.6,1015.515,274.36,1142.775,402.739,0.9094,12.587,-19.115,-3.834
1008,33.634,538.0,249.76,648.169,363.006,0.9365,-41.53,-163.382,10.036
1008,33.634,1013.637,273.818,1141.699,402.728,0.9099,13.119,-18.702,-3.361
1009,33.667,557.638,249.536,667.206,362.754,0.9208,-45.219,-162.77,8.086
1009,33.667,1014.924,275.806,1138.888,400.752,0.9086,14.198,-16.314,-5.323
1010,33.7,565.952,248.603,675.407,360.723,0.9352,-40.182,-159.222,8.896
1010,33.7,1013.022,274.836,1138.95,401.392,0.9087,14.582,-16.371,-4.0
1011,33.734,583.388,246.631,693.423,360.574,0.928,-39.095,-161.303,4.614
1011,33.734,1012.461,275.263,1138.581,399.499,0.9118,14.439,-15.147,-5.791
1011,33.734,1346.37,118.357,1400.344,173.047,0.4483,13.594,38.105,15.464
1012,33.767,600.1,246.142,707.934,356.676,0.9187,-41.646,-160.114,4.715
1012,33.767,1011.748,273.526,1136.141,397.594,0.9075,14.823,-12.552,-5.858
1012,33.767,1344.782,116.318,1400.601,170.942,0.509,17.131,44.211,13.758
1013,33.8,621.169,240.962,729.783,353.667,0.9281,-43.883,-161.466,4.246
1013,33.8,1012.601,275.469,1134.71,397.149,0.9081,16.139,-10.303,-7.509
1013,33.8,1341.543,112.143,1397.315,168.436,0.8299,9.341,29.371,10.561
1014,33.834,628.248,240.876,733.911,350.274,0.9333,-44.813,-158.901,5.78
1014,33.834,1011.735,274.029,1133.975,396.129,0.9072,15.754,-9.611,-7.171
1014,33.834,1341.729,111.946,1396.287,167.077,0.8197,5.942,30.357,9.658
1014,33.834,879.0,610.717,979.676,707.397,0.4255,-35.522,-153.672,6.784
1015,33.867,640.121,236.412,745.322,345.408,0.9183,-41.735,-157.084,3.988
1015,33.867,1011.591,273.59,1133.111,394.962,0.9077,15.04,-8.798,-7.08
1015,33.867,1340.901,111.655,1395.359,166.756,0.7992,8.037,38.299,11.85
1015,33.867,877.807,610.956,978.625,708.181,0.4247,-34.046,-156.567,8.932
1016,33.901,652.333,232.371,757.185,341.618,0.9136,-39.315,-160.844,4.32
1016,33.901,1011.075,273.347,1132.762,394.676,0.9064,16.115,-9.165,-6.59
1016,33.901,1337.803,111.428,1393.399,167.828,0.7733,10.217,38.826,13.9
1016,33.901,880.164,611.306,977.378,704.531,0.368,-32.491,-148.783,8.426
1017,33.934,663.892,229.975,766.636,337.538,0.9208,-38.17,-156.721,2.425
1017,33.934,1011.132,273.172,1131.798,393.398,0.907,16.315,-7.402,-6.566
1017,33.934,1335.469,113.467,1391.776,170.658,0.8052,14.627,40.101,17.391
1018,33.967,675.149,230.127,778.629,337.172,0.9249,-43.178,-157.576,3.463
1018,33.967,1010.393,271.966,1132.489,393.546,0.9073,16.028,-6.019,-6.556
1018,33.967,1333.205,115.376,1389.457,172.617,0.795,13.009,37.908,14.495
1018,33.967,876.363,607.633,978.321,703.985,0.5128,-34.527,-157.657,11.984
1019,34.001,692.928,230.639,798.756,340.936,0.9122,-42.424,-159.91,5.422
1019,34.001,1010.669,272.16,1132.016,393.067,0.9071,16.487,-4.135,-6.832
1019,34.001,1329.323,120.02,1385.849,176.917,0.85,15.478,38.318,14.355
1020,34.034,698.112,231.914,803.705,340.521,0.9246,-43.562,-158.415,9.493
1020,34.034,1010.561,271.923,1132.105,392.985,0.908,16.685,-3.534,-6.971
1020,34.034,1328.711,120.581,1384.661,176.791,0.853,12.951,39.865,12.79
1021,34.067,711.859,237.668,814.26,343.127,0.9145,-34.754,-158.409,9.254
1021,34.067,1010.761,272.277,1131.895,392.897,0.9072,17.171,-2.581,-7.014
1021,34.067,1326.118,122.497,1381.347,177.164,0.8494,15.835,52.517,17.258
1022,34.101,723.793,241.095,828.304,348.312,0.9321,-39.865,-160.239,9.386
1022,34.101,1010.88,272.376,1132.067,392.985,0.9065,16.67,-1.601,-7.045
1022,34.101,1322.42,123.267,1378.14,179.441,0.8222,10.024,37.899,11.373
1023,34.134,741.468,243.149,847.48,353.066,0.9302,-43.502,-161.511,9.802
1023,34.134,1010.538,272.126,1132.617,393.933,0.9063,17.325,-1.001,-6.576
1023,34.134,1318.646,123.707,1375.393,180.993,0.796,9.67,39.849,9.541
1024,34.167,749.387,245.229,850.623,349.592,0.9252,-39.602,-156.742,9.363
1024,34.167,1010.622,272.477,1132.593,393.948,0.9067,16.922,-0.895,-6.551
1024,34.167,1317.499,123.726,1374.284,180.814,0.8147,10.107,37.134,8.602
1025,34.201,762.959,245.747,861.263,346.158,0.9212,-41.042,-156.341,13.574
1025,34.201,1010.958,272.713,1132.869,394.057,0.9063,17.242,-0.861,-7.035
1025,34.201,1316.453,123.785,1372.061,179.639,0.7438,9.1,34.326,7.989
1026,34.234,775.723,244.773,872.079,343.908,0.9267,-38.929,-161.056,10.891
1026,34.234,1011.593,273.795,1131.572,393.43,0.9068,15.047,0.483,-6.987
1026,34.234,1312.334,122.94,1368.059,178.735,0.785,10.583,27.537,8.047
1027,34.268,1013.983,274.942,1129.414,391.678,0.9125,7.02,8.34,-5.649
1027,34.268,787.272,240.587,883.951,340.614,0.9119,-27.659,-148.934,7.99
1027,34.268,1310.777,120.837,1367.007,177.453,0.7957,10.113,30.075,9.027
1028,34.301,798.275,235.867,896.417,337.657,0.9148,-40.866,-156.102,7.787
1028,34.301,1013.262,275.804,1128.382,391.619,0.9091,4.874,21.123,-3.195
1028,34.301,1308.753,120.005,1365.837,177.59,0.7992,7.615,27.056,9.075
1029,34.334,809.671,231.224,907.665,333.866,0.9225,-41.843,-155.517,9.232
1029,34.334,1011.239,274.524,1128.358,392.918,0.904,4.405,37.827,2.598
1029,34.334,1307.215,119.746,1364.755,178.084,0.7816,7.597,29.684,10.201
1030,34.368,823.393,225.725,919.922,326.762,0.9108,-34.744,-153.541,4.624
1030,34.368,1009.451,274.257,1128.957,395.906,0.9066,3.45,52.396,8.579
1030,34.368,1305.9,120.843,1361.423,177.16,0.7788,9.319,31.565,10.195
1031,34.401,842.505,213.407,943.887,321.576,0.9198,-41.705,-156.203,3.699
1031,34.401,1004.745,275.318,1126.079,398.001,0.9114,9.442,70.215,19.32
1031,34.401,1300.795,125.781,1357.304,183.49,0.7242,3.766,22.988,9.363
1032,34.434,999.762,274.494,1125.721,401.674,0.9157,17.376,65.111,35.624
1032,34.434,855.236,212.877,952.816,316.25,0.9078,-33.598,-157.877,2.126
1032,34.434,1298.915,128.727,1354.661,185.723,0.7359,2.071,26.184,10.965
1033,34.468,998.292,275.878,1121.704,400.556,0.9112,16.485,67.051,37.813
1033,34.468,860.919,213.061,958.026,316.26,0.9064,-33.043,-157.824,0.749
1033,34.468,1297.823,130.146,1353.691,187.372,0.6724,2.804,25.94,8.897
1034,34.501,993.677,275.18,1121.715,403.788,0.9153,16.503,60.509,33.326
1034,34.501,865.92,214.222,963.861,317.763,0.9054,-28.769,-154.86,0.713
1034,34.501,1296.311,130.433,1353.53,187.647,0.4888,4.697,35.445,8.714
1035,34.534,878.078,214.951,976.112,317.4,0.9131,-37.466,-154.347,1.65
1035,34.534,990.549,275.673,1117.077,404.007,0.9005,21.267,68.407,45.101
1035,34.534,1295.507,130.987,1351.3,188.35,0.7316,1.393,30.625,11.696
1036,34.568,902.627,219.876,1000.229,322.171,0.9224,-39.708,-157.061,2.135
1036,34.568,977.758,275.412,1107.592,406.128,0.8796,30.068,75.832,53.959
1036,34.568,1292.436,132.536,1348.536,189.763,0.8274,1.173,33.599,14.541
1037,34.601,917.25,222.976,1013.656,324.108,0.9174,-42.242,-152.492,3.242
1037,34.601,973.753,278.232,1095.902,403.145,0.8575,33.981,74.717,59.379
1037,34.601,1290.059,132.139,1345.325,188.462,0.8309,-0.969,31.813,13.749
1038,34.635,924.657,224.426,1019.858,324.955,0.9026,-44.717,-148.447,5.301
1038,34.635,967.055,278.622,1093.107,406.6,0.8445,33.211,68.109,60.452
1038,34.635,1289.368,131.673,1344.797,187.794,0.7994,3.282,40.007,16.284
1039,34.668,931.636,224.975,1026.848,325.054,0.9034,-39.228,-147.777,3.551
1039,34.668,962.484,277.933,1090.167,408.103,0.8324,37.005,70.303,63.154
1039,34.668,1286.915,130.075,1344.891,189.259,0.8036,8.06,36.464,15.463
1040,34.701,953.682,281.239,1081.631,409.844,0.8581,40.75,71.464,63.42
1040,34.701,1285.986,128.903,1343.699,187.777,0.8552,5.632,39.709,12.62
1040,34.701,949.424,225.265,1042.103,323.992,0.827,-35.242,-144.257,3.201
1041,34.735,975.927,221.116,1068.902,318.67,0.9009,-48.408,-143.97,8.929
1041,34.735,937.819,291.148,1051.876,408.933,0.8973,6.751,66.569,33.011
1041,34.735,1282.609,126.481,1340.187,185.303,0.8535,0.432,36.751,9.867
1042,34.768,995.613,217.787,1089.27,315.585,0.8953,-34.954,-144.672,-1.351
1042,34.768,1278.338,126.024,1338.448,187.855,0.8366,1.27,35.161,12.327
1042,34.768,927.102,295.186,1045.233,417.655,0.8028,27.406,72.112,54.452
1043,34.801,998.955,213.299,1096.771,315.456,0.9024,-29.539,-152.345,-5.835
1043,34.801,1277.744,127.071,1336.419,187.352,0.8433,-0.268,32.241,11.608
1043,34.801,918.725,298.218,1038.865,421.454,0.7881,-18.293,74.836,15.431
1044,34.835,1006.228,212.172,1101.551,312.877,0.8844,-28.909,-148.465,-7.861
1044,34.835,1276.778,128.422,1334.09,187.27,0.872,1.499,34.094,15.7
1044,34.835,914.904,297.437,1037.237,421.9,0.7776,-44.612,93.923,-11.439
1045,34.868,1016.462,206.601,1112.626,306.516,0.9022,-26.198,-148.665,-10.702
1045,34.868,1273.854,131.102,1330.082,189.238,0.8451,2.379,35.466,12.301
1045,34.868,904.21,299.015,1030.862,427.968,0.7354,-55.559,100.504,-23.323
1046,34.902,1036.268,197.614,1130.916,295.899,0.9201,-23.52,-150.711,-9.05
1046,34.902,1268.681,135.456,1325.981,194.764,0.8652,-3.398,41.006,11.564
1046,34.902,886.427,297.351,1016.519,428.995,0.8204,-66.529,102.637,-41.623
1047,34.935,1045.439,196.088,1140.327,293.855,0.9047,-27.046,-150.008,-3.794
1047,34.935,1264.474,136.795,1323.526,197.368,0.8625,-3.592,34.391,14.582
1047,34.935,876.816,292.406,1008.405,426.027,0.8478,-52.052,100.826,-22.151
1048,34.968,1048.958,193.338,1143.911,291.819,0.9247,-34.477,-145.023,-2.178
1048,34.968,871.707,289.652,1005.377,425.4,0.8659,-50.983,105.311,-20.603
1048,34.968,1263.406,138.3,1321.449,198.188,0.8191,-1.337,37.922,14.811
1049,35.002,1057.08,192.813,1151.713,292.256,0.9056,-34.501,-146.652,-2.446
1049,35.002,861.582,287.437,995.138,424.137,0.8557,-59.119,101.584,-29.131
1049,35.002,1259.94,139.037,1318.989,200.511,0.7464,3.21,39.765,14.452
1050,35.035,1066.045,193.921,1159.385,289.844,0.9031,-32.65,-142.274,-1.911
1050,35.035,850.753,283.833,984.452,419.677,0.8475,-41.842,94.184,-9.221
1050,35.035,1257.422,139.057,1315.633,199.297,0.8377,0.618,37.293,16.136
1051,35.068,1070.078,196.293,1163.386,292.317,0.9146,-32.066,-145.468,0.287
1051,35.068,1256.078,139.023,1313.966,198.809,0.8315,0.464,34.495,12.831
1051,35.068,845.594,282.86,978.555,418.853,0.7725,-53.153,102.428,-24.914
1052,35.102,1077.591,198.142,1170.881,295.407,0.9227,-39.339,-146.78,3.33
1052,35.102,836.284,279.648,968.602,416.288,0.8852,-36.258,109.205,-5.031
1052,35.102,1254.237,137.789,1312.349,197.885,0.791,0.259,35.19,12.48
1053,35.135,1094.92,205.766,1186.188,300.623,0.9031,-35.804,-152.815,4.364
1053,35.135,807.122,283.213,939.52,419.808,0.8543,-53.748,102.974,-24.044
1053,35.135,1248.328,135.48,1306.568,195.538,0.7868,6.477,28.129,11.025
1054,35.168,1097.785,205.667,1189.077,300.199,0.9127,-31.324,-154.172,3.325
1054,35.168,802.127,283.142,933.671,417.347,0.8695,-52.854,105.479,-22.289
1054,35.168,1246.674,135.015,1305.199,195.655,0.7175,5.328,26.949,10.906
1055,35.202,1102.836,206.702,1192.237,299.123,0.907,-30.104,-153.071,7.543
1055,35.202,792.39,286.085,926.508,424.319,0.8233,-63.155,105.344,-32.06
1055,35.202,1245.521,134.064,1304.661,195.125,0.7969,3.659,27.083,10.24
1056,35.235,1109.364,204.764,1199.963,297.932,0.9157,-40.705,-156.156,9.413
1056,35.235,776.992,290.507,910.601,428.934,0.8369,-60.388,107.64,-30.764
1056,35.235,1243.951,134.367,1302.484,194.74,0.801,1.806,30.615,6.448
1057,35.269,1124.181,199.494,1212.253,290.779,0.9267,-35.567,-152.962,7.953
1057,35.269,1235.928,138.528,1295.474,200.248,0.8067,2.136,28.593,13.252
1057,35.269,742.665,300.985,875.512,437.843,0.7703,-71.162,106.337,-45.193
1058,35.302,1130.321,194.71,1219.006,287.395,0.9006,-39.619,-151.187,9.618
1058,35.302,1234.293,140.259,1294.889,202.96,0.8483,-0.458,31.915,15.097
1058,35.302,725.325,303.361,857.63,438.849,0.7586,-66.835,107.595,-40.551
1059,35.335,1134.461,192.549,1222.34,283.567,0.9051,-41.546,-155.356,11.632
1059,35.335,1233.923,140.71,1294.897,203.6,0.8466,-0.744,39.513,12.012
1059,35.335,716.568,301.113,848.72,437.325,0.8269,-60.166,109.586,-33.03
1060,35.369,1137.568,191.148,1225.624,282.074,0.9152,-43.821,-154.0,15.186
1060,35.369,1233.371,142.934,1292.544,203.665,0.8506,-1.219,40.479,11.656
1060,35.369,704.801,298.682,841.445,437.602,0.7923,-59.138,108.314,-34.933
1061,35.402,1144.957,185.316,1233.161,276.946,0.8959,-40.538,-154.355,10.877
1061,35.402,687.592,296.928,819.948,432.45,0.8396,-52.293,106.938,-32.071
1061,35.402,1231.796,144.024,1291.306,204.76,0.7818,-3.142,39.8,9.452
1062,35.435,1152.264,181.797,1237.895,271.609,0.9089,-37.593,-153.844,8.858
1062,35.435,666.918,293.601,801.133,431.389,0.8338,-45.673,106.151,-21.264
1062,35.435,1228.259,145.473,1287.457,206.397,0.7161,-4.574,31.575,10.794
1063,35.469,1163.338,173.356,1247.525,260.019,0.9181,-32.09,-147.616,9.859
1063,35.469,641.958,284.578,775.513,421.794,0.8199,-23.649,107.883,5.972
1063,35.469,1224.312,145.992,1282.776,206.285,0.7884,-2.614,31.349,13.316
1064,35.502,1166.229,173.652,1249.801,259.926,0.9053,-31.0,-152.047,7.286
1064,35.502,1223.65,144.969,1281.883,204.984,0.8099,-3.364,33.94,11.939
1064,35.502,631.517,283.608,764.971,419.22,0.795,-24.057,105.471,2.478
1065,35.535,1173.851,171.003,1257.622,258.763,0.8998,-34.17,-145.282,7.799
1065,35.535,610.969,280.864,746.003,420.694,0.8019,-52.631,112.156,-25.06
1065,35.535,1220.249,141.742,1282.363,206.163,0.7269,-0.137,41.511,13.335
1066,35.569,1180.854,170.892,1267.207,260.66,0.8916,-32.76,-141.927,5.927
1066,35.569,593.428,281.88,726.481,419.493,0.8244,-37.816,111.534,-9.628
1066,35.569,1220.309,139.475,1280.597,201.051,0.7984,-6.239,46.803,11.616
1067,35.602,1195.224,176.809,1277.974,263.915,0.8873,-21.302,-163.595,1.223
1067,35.602,554.585,286.16,690.09,422.797,0.8355,-42.212,110.301,-20.151
1067,35.602,1215.613,138.273,1275.339,200.001,0.7771,-3.392,55.493,14.46
1068,35.636,1199.668,172.79,1286.811,263.395,0.8345,-21.562,-153.489,0.499
1068,35.636,537.717,291.29,668.916,425.362,0.8145,-46.811,116.211,-22.038
1068,35.636,1211.414,138.003,1273.081,201.304,0.7802,-3.848,50.093,10.952
1069,35.669,1202.462,179.335,1289.993,267.274,0.8642,-2.087,38.913,0.132
1069,35.669,526.676,293.687,658.442,428.255,0.8271,-44.436,107.59,-18.024
1069,35.669,1209.492,139.097,1269.692,201.368,0.8103,-4.327,41.921,12.624
1070,35.702,1208.819,179.806,1295.028,267.771,0.8841,-29.348,-162.428,1.828
1070,35.702,1208.001,138.765,1271.566,203.904,0.8449,2.305,52.23,20.038
1070,35.702,517.949,293.773,650.709,429.412,0.837,-37.616,113.071,-8.026
1071,35.736,1221.955,181.368,1303.962,265.633,0.8979,-15.339,-164.23,2.06
1071,35.736,496.935,299.359,631.39,436.306,0.8198,-54.328,111.971,-26.115
1072,35.769,1246.437,177.418,1324.956,258.344,0.8956,-29.585,-157.769,0.12
1072,35.769,456.653,300.587,591.895,437.74,0.8168,-28.035,118.816,2.035
1072,35.769,1195.101,146.201,1257.054,210.364,0.7426,-3.873,39.512,13.598
1073,35.802,1256.138,174.0,1337.864,257.62,0.8988,-22.614,-141.44,0.973
1073,35.802,434.294,297.63,569.341,434.183,0.8314,-38.504,115.26,-9.577
1073,35.802,1190.456,149.232,1249.799,211.099,0.8095,-1.508,35.07,17.974
1074,35.836,1261.579,174.081,1341.611,256.507,0.9048,-30.102,-150.361,0.117
1074,35.836,425.393,295.012,559.935,431.395,0.8229,-33.677,110.117,-4.529
1074,35.836,1188.075,147.439,1251.092,213.063,0.7894,-0.11,38.51,16.457
1075,35.869,1270.938,167.435,1353.045,253.136,0.9018,-17.404,-147.707,-7.578
1075,35.869,390.385,291.73,524.429,426.435,0.8534,-7.921,53.691,25.01
1075,35.869,1183.642,146.669,1243.911,209.253,0.826,-6.082,36.096,12.008
1076,35.903,1276.959,163.584,1359.114,248.578,0.8778,-16.586,-151.958,-6.885
1076,35.903,1181.053,144.616,1241.933,207.905,0.8502,-7.195,41.868,13.882
1076,35.903,372.236,288.658,504.332,422.407,0.8412,-31.269,119.49,-4.759
1077,35.936,1179.345,143.209,1240.1,206.276,0.8609,-6.518,38.552,14.635
1077,35.936,361.385,287.137,493.573,421.721,0.8449,-30.504,110.469,-1.975
1077,35.936,1280.955,161.535,1360.551,244.293,0.8203,-27.08,-160.364,-5.354
1078,35.969,1284.041,160.014,1361.884,241.299,0.9022,-23.717,-156.492,-7.271
1078,35.969,351.972,282.934,488.593,420.945,0.868,-27.026,127.158,-2.638
1078,35.969,1177.348,142.197,1238.085,205.432,0.8626,-6.23,35.459,14.059
1079,36.003,1285.673,156.764,1368.155,240.356,0.8991,-10.268,-156.504,-14.642
1079,36.003,331.819,284.172,464.948,419.642,0.8663,-19.737,118.486,5.583
1079,36.003,1174.391,139.665,1236.316,203.551,0.8429,-2.924,39.757,8.042
1080,36.036,1290.67,154.394,1374.01,239.769,0.902,-17.931,-154.964,-5.614
1080,36.036,1170.88,137.054,1232.203,200.86,0.8603,-5.749,35.92,12.042
1080,36.036,304.671,286.088,438.706,422.371,0.8117,-24.47,118.711,2.64
1081,36.069,1295.583,153.019,1377.516,238.348,0.9041,-27.8,-158.84,-0.263
1081,36.069,1167.675,135.891,1230.556,201.506,0.8519,-1.286,39.733,16.971
1081,36.069,284.734,293.047,417.097,427.798,0.8439,-24.841,130.761,1.059
1082,36.103,1297.601,153.553,1379.724,239.471,0.9055,-30.932,-155.346,1.643
1082,36.103,1165.564,136.792,1228.382,202.563,0.8089,0.401,36.155,14.455
1082,36.103,275.957,296.076,408.996,431.489,0.806,-28.591,140.1,0.71
1083,36.136,1299.646,158.182,1383.34,244.523,0.8985,-15.402,-164.87,-2.681
1083,36.136,249.701,304.952,384.306,442.314,0.8426,-33.629,126.95,-7.722
1083,36.136,1161.125,137.07,1225.045,203.315,0.8362,-0.999,29.637,11.983
1084,36.169,238.294,307.325,365.164,437.212,0.8727,-32.765,140.665,-0.42
1084,36.169,1158.701,137.888,1223.262,204.79,0.8467,-6.138,27.552,11.546
1084,36.169,1304.076,162.158,1383.388,244.238,0.8086,-28.992,-169.407,4.192
1085,36.203,1308.652,167.845,1386.633,246.8,0.8956,-12.92,-165.433,6.57
1085,36.203,1152.98,142.963,1219.557,212.838,0.8594,-1.051,20.629,13.699
1085,36.203,204.132,309.084,330.181,436.015,0.8085,-25.853,129.099,1.931
1086,36.236,1310.741,168.98,1387.667,246.994,0.9033,-24.42,-165.941,7.94
1086,36.236,1148.394,145.438,1212.227,212.462,0.8685,-5.722,10.0,9.602
1086,36.236,175.338,303.016,311.486,439.826,0.7896,-23.255,120.332,4.111
1087,36.27,1310.913,169.207,1390.002,249.305,0.8969,-9.776,-166.278,5.824
1087,36.27,165.23,303.605,300.839,441.14,0.811,-35.345,123.837,0.434
1087,36.27,1146.667,145.904,1214.119,217.466,0.7089,1.49,16.806,12.886
1088,36.303,1313.281,166.963,1390.85,245.972,0.8978,-18.407,-166.178,5.578
1088,36.303,148.014,298.446,277.416,427.534,0.7526,-20.33,132.472,11.184
1088,36.303,1145.701,146.063,1210.65,214.944,0.6647,-2.026,15.254,16.041
1089,36.336,1316.109,165.867,1392.746,244.311,0.9021,-8.936,170.06,3.521
1089,36.336,113.375,289.507,257.089,432.416,0.8587,-4.798,114.031,18.256
1089,36.336,1141.903,146.808,1207.584,215.901,0.6288,-0.926,14.821,13.924
1090,36.37,1321.803,161.372,1396.554,237.074,0.8911,-7.991,-169.073,8.623
1090,36.37,79.538,287.298,219.621,424.631,0.8475,-9.609,123.225,14.626
1090,36.37,1138.652,145.141,1204.35,212.756,0.7424,2.107,27.851,15.397
1091,36.403,1326.748,152.306,1403.901,231.055,0.8807,1.161,26.096,4.741
1091,36.403,1135.237,141.517,1200.105,209.178,0.855,-7.152,25.422,12.728
1091,36.403,49.093,290.339,190.355,427.833,0.6127,5.391,123.609,18.228
1092,36.436,1329.69,148.931,1404.461,224.494,0.8846,-16.958,-136.71,3.958
1092,36.436,1134.546,140.289,1198.651,207.061,0.8555,-10.102,25.938,12.238
1093,36.47,1331.142,145.543,1407.674,223.039,0.8817,-7.415,-165.659,3.633
1093,36.47,1131.101,139.479,1196.873,207.676,0.8717,-4.285,25.615,15.191
1093,36.47,25.723,295.257,166.625,431.448,0.7715,0.018,97.112,19.873
1094,36.503,1335.739,141.787,1412.855,219.498,0.8959,-1.172,-166.862,4.017
1094,36.503,1128.692,138.766,1194.818,207.152,0.8541,0.618,31.237,16.069
1094,36.503,3.371,302.878,139.018,435.333,0.8238,9.674,117.299,25.206
1095,36.536,1339.875,138.622,1416.884,216.363,0.892,-7.589,-165.085,1.994
1095,36.536,1124.915,137.101,1192.105,206.739,0.872,-2.157,31.011,16.416
1095,36.536,0.213,306.06,120.628,446.868,0.8378,24.352,128.983,34.104
1096,36.57,1347.181,136.128,1424.267,215.687,0.8923,-18.556,-162.41,0.102
1096,36.57,1119.868,137.577,1187.011,207.318,0.8207,-4.575,32.944,10.94
1096,36.57,0.037,310.235,87.536,448.556,0.4975,-13.022,144.902,4.614
1097,36.603,1348.686,136.51,1427.179,216.632,0.8941,-6.932,-157.148,0.973
1097,36.603,1118.007,139.131,1184.417,207.739,0.8626,-3.13,29.265,14.47
1097,36.603,0.108,305.358,78.596,464.308,0.4925,-5.656,141.882,5.517
1098,36.637,1355.013,139.563,1429.204,215.329,0.8499,-13.192,-155.346,-0.166
1098,36.637,1113.266,142.265,1180.027,210.957,0.8238,-2.383,20.904,10.295
1098,36.637,0.0,308.948,46.194,447.104,0.4528,-1.225,119.597,-0.016
1099,36.67,1359.897,142.277,1435.086,219.191,0.9067,-20.727,-154.97,0.461
1099,36.67,1109.213,145.647,1176.195,214.89,0.8039,1.031,16.997,11.498
1100,36.703,1365.442,145.934,1440.235,222.654,0.8883,-9.25,-150.498,-2.591
1100,36.703,1106.099,148.986,1171.815,216.948,0.8476,-1.896,27.82,11.893
1101,36.737,1377.846,147.842,1451.041,223.063,0.8964,-3.168,-157.889,-5.983
1101,36.737,1097.907,150.006,1165.364,221.065,0.8237,-0.426,29.043,14.302
1102,36.77,1380.951,147.315,1454.899,222.809,0.8999,-1.681,-153.795,-8.182
1102,36.77,1095.956,149.676,1162.881,220.166,0.8029,-4.24,28.711,12.236
1103,36.803,1384.833,146.811,1458.976,222.547,0.8979,-5.021,-150.465,-6.551
1103,36.803,1094.02,149.81,1160.587,219.559,0.7719,-4.198,26.304,13.43
